from,to,month,count
2586000,2586012,November,6
2586000,2586030,November,6
2586000,2586032,November,6
2586000,2586037,November,6
2586001,2585817,November,6
2586001,2585981,November,6
2586003,2586014,November,6
2586009,2585429,November,6
2586009,2585985,November,6
2586009,2585995,November,6
2586011,2585317,November,6
2586011,2585466,November,6
2586011,2586005,November,6
2586014,2585466,November,6
2586014,2585932,November,6
2586014,2586030,November,6
2586014,2586037,November,6
2586018,2585704,November,6
2586018,2585729,November,6
2586018,2585929,November,6
2586018,2585975,November,6
2586019,2585429,November,6
2586019,2585695,November,6
2586019,2585748,November,6
2586019,2585994,November,6
2586019,2586000,November,6
2586019,2586003,November,6
2586019,2586005,November,6
2586019,4393742,November,6
2586021,2585429,November,6
2586021,2585985,November,6
2586022,2585764,November,6
2586022,2585978,November,6
2586022,2586000,November,6
2586022,2681672,November,6
2586024,2585749,November,6
2586024,2585937,November,6
2586024,2585985,November,6
2586026,2585728,November,6
2586026,2585992,November,6
2586028,2585373,November,6
2586030,2586018,November,6
2586031,2586018,November,6
2586032,2585779,November,6
2586034,2585466,November,6
2586034,2585695,November,6
2586037,2585450,November,6
2586037,2585748,November,6
2586037,2585789,November,6
2586037,2585995,November,6
2586037,2586030,November,6
2586039,2585738,November,6
2586039,2585766,November,6
2586042,2585728,November,6
2586042,2585992,November,6
2586042,2586003,November,6
2586044,2585779,November,6
2586044,2586000,November,6
2586044,2586003,November,6
2586045,2585791,November,6
2586268,2585311,November,6
2586268,2585323,November,6
2586268,2585410,November,6
2586268,2585412,November,6
2586268,2585445,November,6
2586268,2585737,November,6
2586268,2585747,November,6
2586268,2585779,November,6
2586268,2585802,November,6
2586268,2585975,November,6
2681601,2585346,November,6
2681601,2585398,November,6
2681601,2585435,November,6
2681601,2585749,November,6
2681601,2585762,November,6
2681601,2585958,November,6
2681672,44581598,November,6
3110680,2585825,November,6
3110680,4393742,November,6
3318614,2585360,November,6
3318614,2585391,November,6
3318682,2585271,November,6
3318682,2585460,November,6
3318682,2585721,November,6
3470029,2585267,November,6
4215025,2585285,November,6
4215025,2585289,November,6
4215025,2585438,November,6
4393742,2585275,November,6
4393742,2585354,November,6
4393742,2585368,November,6
4393742,2585379,November,6
4393742,2585817,November,6
4393742,2586005,November,6
4585378,2585728,November,6
4585378,2585764,November,6
8746360,2585782,November,6
8746360,2585868,November,6
8746360,2585883,November,6
18751910,2585785,November,6
18751910,2585794,November,6
18751910,2585844,November,6
44583483,2585259,November,6
44583483,2585285,November,6
48372123,2585317,November,6
48372123,2585398,November,6
52488396,2585263,November,6
52488396,2585368,November,6
52488396,2585402,November,6
52488396,2585469,November,6
52488396,2585472,November,6
52488396,2585492,November,6
52488396,2585724,November,6
52488396,2585774,November,6
52488396,2585799,November,6
52488396,4393742,November,6
145175382,2586044,November,6
145175382,2586045,November,6
163208604,2585982,November,6
163208604,2585992,November,6
172293631,2585846,November,6
172293631,2585860,November,6
172294162,2585774,November,6
172294162,2585788,November,6
172294162,2585794,November,6
448565,2585799,November,5
448565,2585846,November,5
2585259,2585308,November,5
2585259,2585398,November,5
2585263,2585306,November,5
2585265,2585326,November,5
2585265,2585356,November,5
2585265,2585453,November,5
2585265,2585727,November,5
2585269,2585311,November,5
2585269,2585345,November,5
2585271,2585265,November,5
2585271,2585284,November,5
2585271,2585313,November,5
2585275,2585271,November,5
2585275,2585368,November,5
2585275,2585412,November,5
2585275,2586024,November,5
2585278,2585265,November,5
2585278,2585286,November,5
2585278,2585351,November,5
2585278,2585467,November,5
2585278,2585770,November,5
2585278,2585888,November,5
2585278,2681601,November,5
2585281,2585299,November,5
2585281,2585323,November,5
2585281,2585337,November,5
2585281,2585345,November,5
2585281,2585438,November,5
2585281,2585827,November,5
2585283,2585406,November,5
2585284,2585259,November,5
2585284,2585265,November,5
2585284,2585306,November,5
2585284,3470029,November,5
2585285,2585267,November,5
2585285,2585321,November,5
2585285,2585367,November,5
2585285,4215025,November,5
2585286,2585273,November,5
2585286,2585353,November,5
2585286,2585394,November,5
2585286,2585396,November,5
2585286,2585408,November,5
2585286,2585432,November,5
2585286,2585714,November,5
2585288,2585354,November,5
2585288,2585466,November,5
2585289,2585278,November,5
2585289,2585288,November,5
2585289,2585356,November,5
2585289,2585413,November,5
2585289,2585453,November,5
2585289,2585925,November,5
2585289,48372123,November,5
2585291,2585275,November,5
2585291,2585321,November,5
2585291,2585337,November,5
2585291,2585341,November,5
2585291,2585396,November,5
2585291,2585402,November,5
2585291,2585954,November,5
2585296,2585941,November,5
2585296,2585981,November,5
2585297,2585305,November,5
2585297,2585827,November,5
2585297,3470029,November,5
2585299,3470029,November,5
2585301,2585323,November,5
2585301,2585817,November,5
2585301,52488396,November,5
2585304,2585263,November,5
2585304,2585307,November,5
2585304,2585353,November,5
2585304,2585717,November,5
2585304,2585899,November,5
2585304,44583483,November,5
2585305,2585275,November,5
2585305,2585794,November,5
2585305,2585827,November,5
2585306,2585284,November,5
2585306,2585337,November,5
2585306,2585401,November,5
2585306,2585442,November,5
2585306,2585781,November,5
2585306,2585873,November,5
2585307,2585275,November,5
2585307,2585304,November,5
2585307,2585335,November,5
2585307,2585341,November,5
2585307,2585342,November,5
2585307,2586044,November,5
2585308,2585286,November,5
2585308,2585297,November,5
2585308,2585346,November,5
2585308,2585402,November,5
2585308,2585477,November,5
2585308,2585873,November,5
2585311,448565,November,5
2585311,2585273,November,5
2585311,2585284,November,5
2585311,2585356,November,5
2585311,2585370,November,5
2585311,2585425,November,5
2585311,2585985,November,5
2585311,4393742,November,5
2585311,18751910,November,5
2585313,2585305,November,5
2585313,2585358,November,5
2585313,2585389,November,5
2585313,44583483,November,5
2585315,2585306,November,5
2585317,2585445,November,5
2585317,2585711,November,5
2585317,2585919,November,5
2585319,2585321,November,5
2585319,2585346,November,5
2585319,2585429,November,5
2585319,2585455,November,5
2585319,2585457,November,5
2585321,2585265,November,5
2585321,2585275,November,5
2585321,2585412,November,5
2585321,2585416,November,5
2585323,2585291,November,5
2585323,2585326,November,5
2585323,2585378,November,5
2585323,2585394,November,5
2585323,2585410,November,5
2585323,2585416,November,5
2585323,2585429,November,5
2585323,4313700,November,5
2585326,2585288,November,5
2585326,2585297,November,5
2585326,2585308,November,5
2585326,2585333,November,5
2585326,2585341,November,5
2585326,2585450,November,5
2585326,2585782,November,5
2585326,2585953,November,5
2585326,2585994,November,5
2585327,2585377,November,5
2585327,2585431,November,5
2585327,2585799,November,5
2585327,2586024,November,5
2585330,2585283,November,5
2585330,2585285,November,5
2585330,2585335,November,5
2585330,2585346,November,5
2585330,2585356,November,5
2585330,2585387,November,5
2585330,2585389,November,5
2585330,2585406,November,5
2585330,2585438,November,5
2585333,2585330,November,5
2585333,2585364,November,5
2585333,2585408,November,5
2585333,2585727,November,5
2585333,2585968,November,5
2585334,2585335,November,5
2585334,2585469,November,5
2585335,2585330,November,5
2585335,2585353,November,5
2585335,2585370,November,5
2585335,2585413,November,5
2585337,2585291,November,5
2585337,2585297,November,5
2585337,2585342,November,5
2585337,2585408,November,5
2585337,2585433,November,5
2585337,2585470,November,5
2585340,2585271,November,5
2585340,2585323,November,5
2585340,2585356,November,5
2585340,2585401,November,5
2585340,2585425,November,5
2585340,2585956,November,5
2585341,2585284,November,5
2585341,2585371,November,5
2585341,2585389,November,5
2585341,2585431,November,5
2585341,2585435,November,5
2585341,2585956,November,5
2585342,2585323,November,5
2585344,2585373,November,5
2585345,2585281,November,5
2585345,2585873,November,5
2585346,2585364,November,5
2585346,2585380,November,5
2585346,2585717,November,5
2585349,2585894,November,5
2585349,2586039,November,5
2585351,2585317,November,5
2585351,2585360,November,5
2585351,2585438,November,5
2585351,2585455,November,5
2585351,52488396,November,5
2585352,2585333,November,5
2585352,2585354,November,5
2585352,2585387,November,5
2585352,2585408,November,5
2585352,2585984,November,5
2585353,2585317,November,5
2585353,2585323,November,5
2585353,2585330,November,5
2585353,2585354,November,5
2585353,2585402,November,5
2585353,2585435,November,5
2585353,2585457,November,5
2585354,2585259,November,5
2585354,2585306,November,5
2585354,2585308,November,5
2585354,2585323,November,5
2585356,2585275,November,5
2585356,2585286,November,5
2585356,2585364,November,5
2585358,2585313,November,5
2585358,2585321,November,5
2585358,2585346,November,5
2585358,2585435,November,5
2585358,2585762,November,5
2585358,2585873,November,5
2585360,2585286,November,5
2585360,2585319,November,5
2585360,2585380,November,5
2585360,2585396,November,5
2585360,2585401,November,5
2585360,2585466,November,5
2585360,2585772,November,5
2585364,2585291,November,5
2585364,2585319,November,5
2585364,2585371,November,5
2585364,2585406,November,5
2585364,2585410,November,5
2585364,2585435,November,5
2585364,2585453,November,5
2585367,2585307,November,5
2585367,2585371,November,5
2585367,2585400,November,5
2585368,2585333,November,5
2585368,2585346,November,5
2585368,2585402,November,5
2585368,2585472,November,5
2585368,2585473,November,5
2585368,2585716,November,5
2585369,2585285,November,5
2585369,2585291,November,5
2585370,2585335,November,5
2585370,2585346,November,5
2585370,2585368,November,5
2585370,2585466,November,5
2585371,2585326,November,5
2585371,2585394,November,5
2585371,2585405,November,5
2585373,2585843,November,5
2585373,2585996,November,5
2585377,2585285,November,5
2585377,2585311,November,5
2585377,2585326,November,5
2585377,2585402,November,5
2585377,2585469,November,5
2585377,2585788,November,5
2585377,2585981,November,5
2585378,2585367,November,5
2585378,2585408,November,5
2585378,2585420,November,5
2585378,2585466,November,5
2585378,2585716,November,5
2585378,4393742,November,5
2585379,2585431,November,5
2585379,2585477,November,5
2585379,2585704,November,5
2585379,2585708,November,5
2585379,4215025,November,5
2585380,2585333,November,5
2585380,2585902,November,5
2585381,2585335,November,5
2585381,2585396,November,5
2585381,2585416,November,5
2585381,2585445,November,5
2585381,2586031,November,5
2585381,44583483,November,5
2585385,2586024,November,5
2585385,2586044,November,5
2585387,2585368,November,5
2585387,2585369,November,5
2585387,2585408,November,5
2585387,3318614,November,5
2585389,2585341,November,5
2585389,2585405,November,5
2585389,2585412,November,5
2585389,2585435,November,5
2585389,2585984,November,5
2585391,2585319,November,5
2585391,2585330,November,5
2585391,2585422,November,5
2585391,2585762,November,5
2585394,2585351,November,5
2585394,2585368,November,5
2585394,2585405,November,5
2585394,2585412,November,5
2585394,2585455,November,5
2585394,2585460,November,5
2585394,2585716,November,5
2585394,2585814,November,5
2585396,2585360,November,5
2585396,2585368,November,5
2585396,2585400,November,5
2585396,2585401,November,5
2585396,2585405,November,5
2585396,2585416,November,5
2585396,2585453,November,5
2585396,2585460,November,5
2585396,2585467,November,5
2585396,2585477,November,5
2585396,2585727,November,5
2585396,2585762,November,5
2585398,2585311,November,5
2585398,2585327,November,5
2585398,2585369,November,5
2585398,2585442,November,5
2585398,2585445,November,5
2585398,2585472,November,5
2585398,2585492,November,5
2585398,2585776,November,5
2585400,2585368,November,5
2585400,2585381,November,5
2585400,2681601,November,5
2585401,2585323,November,5
2585401,2585333,November,5
2585401,2585342,November,5
2585401,2585364,November,5
2585401,2585394,November,5
2585401,2585400,November,5
2585401,2585413,November,5
2585401,2585416,November,5
2585401,2585442,November,5
2585401,2585445,November,5
2585401,4393742,November,5
2585402,2585335,November,5
2585402,2585340,November,5
2585402,2585346,November,5
2585402,2585462,November,5
2585402,2585808,November,5
2585402,2585850,November,5
2585402,2585893,November,5
2585402,2585925,November,5
2585405,2585291,November,5
2585405,2585323,November,5
2585405,2585394,November,5
2585405,2585431,November,5
2585405,2585442,November,5
2585406,2585340,November,5
2585406,2585389,November,5
2585406,2585401,November,5
2585406,2585442,November,5
2585406,2585711,November,5
2585406,2585727,November,5
2585406,2585728,November,5
2585406,2585779,November,5
2585408,2585305,November,5
2585408,2585333,November,5
2585408,2585346,November,5
2585408,2585370,November,5
2585408,2585430,November,5
2585408,2585716,November,5
2585408,2585724,November,5
2585408,2585727,November,5
2585408,2585747,November,5
2585408,2585788,November,5
2585410,2585289,November,5
2585410,2585311,November,5
2585410,2585340,November,5
2585410,2585356,November,5
2585410,2585412,November,5
2585410,2585430,November,5
2585410,2585442,November,5
2585410,4393742,November,5
2585412,2585340,November,5
2585412,2585370,November,5
2585412,2585378,November,5
2585412,2585401,November,5
2585412,2585420,November,5
2585412,2585467,November,5
2585412,2585720,November,5
2585412,2586268,November,5
2585413,2585321,November,5
2585413,2585398,November,5
2585413,2585408,November,5
2585413,2585470,November,5
2585413,2585492,November,5
2585416,2585356,November,5
2585416,2585369,November,5
2585416,2585412,November,5
2585416,2585422,November,5
2585419,2585335,November,5
2585419,2585354,November,5
2585419,2585369,November,5
2585419,2585389,November,5
2585419,2585394,November,5
2585419,2585708,November,5
2585419,2585738,November,5
2585419,2586018,November,5
2585420,2585377,November,5
2585420,2585405,November,5
2585420,2585467,November,5
2585420,2586268,November,5
2585420,3470029,November,5
2585422,2585368,November,5
2585422,2585369,November,5
2585422,2585402,November,5
2585422,2585413,November,5
2585422,2585416,November,5
2585422,2585997,November,5
2585422,2681601,November,5
2585425,2585326,November,5
2585425,2585340,November,5
2585425,2585389,November,5
2585425,2585391,November,5
2585425,2585398,November,5
2585425,2585431,November,5
2585425,2585453,November,5
2585425,2585467,November,5
2585425,2585477,November,5
2585425,2585731,November,5
2585425,2585735,November,5
2585425,2585748,November,5
2585425,2585785,November,5
2585425,2585990,November,5
2585425,2585997,November,5
2585429,2585342,November,5
2585429,2585379,November,5
2585429,2585405,November,5
2585429,2585431,November,5
2585429,2585435,November,5
2585429,2585467,November,5
2585429,2585699,November,5
2585429,2586001,November,5
2585429,2586009,November,5
2585430,2585281,November,5
2585430,2585311,November,5
2585430,2585352,November,5
2585430,2585394,November,5
2585430,2585466,November,5
2585430,2585472,November,5
2585430,2585473,November,5
2585430,2585724,November,5
2585430,2585843,November,5
2585430,2585929,November,5
2585430,2585994,November,5
2585430,2586014,November,5
2585430,145175382,November,5
2585431,2585788,November,5
2585431,2585956,November,5
2585431,2585985,November,5
2585432,2585280,November,5
2585432,2585289,November,5
2585432,2585442,November,5
2585432,2585476,November,5
2585432,2585727,November,5
2585432,2585766,November,5
2585432,2585791,November,5
2585432,2585830,November,5
2585432,2585848,November,5
2585433,2585472,November,5
2585433,2585720,November,5
2585433,2585776,November,5
2585433,2585835,November,5
2585433,2585921,November,5
2585433,2681601,November,5
2585435,2585315,November,5
2585435,2585381,November,5
2585435,2585398,November,5
2585435,2585401,November,5
2585435,2585416,November,5
2585435,2585442,November,5
2585435,2585445,November,5
2585435,2585470,November,5
2585435,2585477,November,5
2585435,2585774,November,5
2585435,2585925,November,5
2585438,2585269,November,5
2585438,2585306,November,5
2585438,2585453,November,5
2585438,2585724,November,5
2585438,2585766,November,5
2585438,2585789,November,5
2585442,2585323,November,5
2585442,2585340,November,5
2585442,2585364,November,5
2585442,2585371,November,5
2585442,2585473,November,5
2585442,2585779,November,5
2585445,2585354,November,5
2585445,2585370,November,5
2585445,2585402,November,5
2585445,2585412,November,5
2585445,2585416,November,5
2585445,2585460,November,5
2585445,2585766,November,5
2585445,2586011,November,5
2585446,2585466,November,5
2585446,2585974,November,5
2585447,2585466,November,5
2585450,2585288,November,5
2585450,2585341,November,5
2585450,2585408,November,5
2585450,2585467,November,5
2585450,2585477,November,5
2585450,2585956,November,5
2585450,52488396,November,5
2585452,2585938,November,5
2585453,2585401,November,5
2585453,2585410,November,5
2585453,2585425,November,5
2585453,2585438,November,5
2585453,2585445,November,5
2585453,2585470,November,5
2585453,2585473,November,5
2585453,2585802,November,5
2585453,2585821,November,5
2585453,2585960,November,5
2585453,2586021,November,5
2585455,2585351,November,5
2585455,2585368,November,5
2585455,2585406,November,5
2585455,2585473,November,5
2585455,2585728,November,5
2585455,2585747,November,5
2585455,2585868,November,5
2585455,3318682,November,5
2585457,2585319,November,5
2585457,2585334,November,5
2585457,2585401,November,5
2585457,2585422,November,5
2585457,2585788,November,5
2585457,2586021,November,5
2585457,3318614,November,5
2585457,3318682,November,5
2585460,2585317,November,5
2585460,2585351,November,5
2585460,2585356,November,5
2585460,2585396,November,5
2585460,2585422,November,5
2585460,2585425,November,5
2585460,2585433,November,5
2585460,2585728,November,5
2585460,2585731,November,5
2585460,2585762,November,5
2585460,2585785,November,5
2585460,2585791,November,5
2585462,2585863,November,5
2585464,2585901,November,5
2585466,2585410,November,5
2585466,2585748,November,5
2585466,2585899,November,5
2585466,2585945,November,5
2585467,2585712,November,5
2585467,2585737,November,5
2585467,2585738,November,5
2585467,2585766,November,5
2585467,2585774,November,5
2585467,2585811,November,5
2585467,2585839,November,5
2585469,2585369,November,5
2585469,2585405,November,5
2585469,2585429,November,5
2585469,2585473,November,5
2585469,2585704,November,5
2585469,2585737,November,5
2585470,2585408,November,5
2585470,2585413,November,5
2585470,2585469,November,5
2585470,2585473,November,5
2585470,2585788,November,5
2585472,2585317,November,5
2585472,2585364,November,5
2585472,2585408,November,5
2585472,2585460,November,5
2585472,2585708,November,5
2585472,2585731,November,5
2585472,2585800,November,5
2585472,2585802,November,5
2585473,2585378,November,5
2585473,2585433,November,5
2585473,2585712,November,5
2585476,2585929,November,5
2585476,2585942,November,5
2585476,2585954,November,5
2585477,2585377,November,5
2585477,2585408,November,5
2585477,2585430,November,5
2585477,2585722,November,5
2585477,2585737,November,5
2585477,2585764,November,5
2585477,2585788,November,5
2585477,4393742,November,5
2585492,2585341,November,5
2585492,2585396,November,5
2585492,2585408,November,5
2585492,2585435,November,5
2585492,2585442,November,5
2585492,2585722,November,5
2585492,2585776,November,5
2585492,2585779,November,5
2585492,2585839,November,5
2585695,2585419,November,5
2585695,2585429,November,5
2585695,2585871,November,5
2585699,2585431,November,5
2585699,2585731,November,5
2585699,2585774,November,5
2585704,2585334,November,5
2585704,2585364,November,5
2585704,2585469,November,5
2585704,2585695,November,5
2585704,2585737,November,5
2585704,2585770,November,5
2585704,2585789,November,5
2585704,2586022,November,5
2585708,2585271,November,5
2585708,2585317,November,5
2585708,2585377,November,5
2585708,2585442,November,5
2585708,2585791,November,5
2585711,2585433,November,5
2585711,2585772,November,5
2585712,2585462,November,5
2585712,2585469,November,5
2585712,2585728,November,5
2585712,52488396,November,5
2585714,2585354,November,5
2585714,2585711,November,5
2585716,2585335,November,5
2585716,2585345,November,5
2585716,4585378,November,5
2585717,2585269,November,5
2585717,2585358,November,5
2585717,2585381,November,5
2585717,2681672,November,5
2585720,2585398,November,5
2585720,2585425,November,5
2585720,2585433,November,5
2585720,2585460,November,5
2585720,2585727,November,5
2585720,2585764,November,5
2585720,2585772,November,5
2585720,2585779,November,5
2585720,2585791,November,5
2585720,2585794,November,5
2585720,4585378,November,5
2585720,52488396,November,5
2585721,2585413,November,5
2585721,2585722,November,5
2585721,2585779,November,5
2585722,2585380,November,5
2585722,2585396,November,5
2585722,2585401,November,5
2585722,2585402,November,5
2585722,2585405,November,5
2585722,2585413,November,5
2585722,2585477,November,5
2585722,2585721,November,5
2585722,2585731,November,5
2585722,2585799,November,5
2585724,2585378,November,5
2585724,2585402,November,5
2585724,2585410,November,5
2585724,2585462,November,5
2585724,2585721,November,5
2585724,2585731,November,5
2585724,2585747,November,5
2585724,52488396,November,5
2585727,2585714,November,5
2585727,2585731,November,5
2585727,2585764,November,5
2585727,2585774,November,5
2585727,2585776,November,5
2585727,2585788,November,5
2585727,2585800,November,5
2585727,3318682,November,5
2585728,2585391,November,5
2585728,2585405,November,5
2585728,2585420,November,5
2585728,2585425,November,5
2585728,2585457,November,5
2585728,2585699,November,5
2585728,2585771,November,5
2585728,2585838,November,5
2585728,4393742,November,5
2585729,2585942,November,5
2585731,2585311,November,5
2585731,2585367,November,5
2585731,2585370,November,5
2585731,2585438,November,5
2585731,2585708,November,5
2585731,2585785,November,5
2585731,2585788,November,5
2585735,2585408,November,5
2585735,2585430,November,5
2585735,2585470,November,5
2585735,2585704,November,5
2585735,2585787,November,5
2585735,2585921,November,5
2585735,52488396,November,5
2585737,2585378,November,5
2585737,2585727,November,5
2585737,2585799,November,5
2585738,2585416,November,5
2585738,2585432,November,5
2585738,2585735,November,5
2585738,2585762,November,5
2585738,2585774,November,5
2585738,2585788,November,5
2585738,2585804,November,5
2585742,2585400,November,5
2585742,2585762,November,5
2585747,448565,November,5
2585747,2585341,November,5
2585747,2585351,November,5
2585747,2585379,November,5
2585747,2585431,November,5
2585747,2585748,November,5
2585747,2585787,November,5
2585747,2585794,November,5
2585747,2586268,November,5
2585748,2585699,November,5
2585748,2585704,November,5
2585748,2585835,November,5
2585748,2585997,November,5
2585749,2585711,November,5
2585749,2585738,November,5
2585749,2585791,November,5
2585749,4585378,November,5
2585749,52488396,November,5
2585762,2585337,November,5
2585762,2585396,November,5
2585762,2585408,November,5
2585762,2585711,November,5
2585762,2585721,November,5
2585762,2585766,November,5
2585762,2585827,November,5
2585762,2585873,November,5
2585762,2585921,November,5
2585762,2681601,November,5
2585762,48372123,November,5
2585764,2585398,November,5
2585764,2585473,November,5
2585764,2585477,November,5
2585764,2585720,November,5
2585764,2585789,November,5
2585766,2585429,November,5
2585766,2585492,November,5
2585766,2585785,November,5
2585766,2585800,November,5
2585766,52488396,November,5
2585770,2585462,November,5
2585771,2585396,November,5
2585771,2585430,November,5
2585771,2585473,November,5
2585771,2585735,November,5
2585771,2585837,November,5
2585772,448565,November,5
2585772,2585453,November,5
2585774,2585377,November,5
2585774,2585473,November,5
2585774,2585738,November,5
2585774,2585824,November,5
2585774,2585827,November,5
2585774,2585838,November,5
2585774,8746360,November,5
2585774,52488396,November,5
2585776,2585453,November,5
2585776,2585457,November,5
2585776,2585470,November,5
2585776,2585722,November,5
2585776,52488396,November,5
2585779,2585435,November,5
2585779,2585460,November,5
2585779,2585772,November,5
2585779,2585811,November,5
2585781,2585389,November,5
2585781,2585419,November,5
2585781,2585453,November,5
2585781,2585477,November,5
2585781,2585742,November,5
2585781,2585788,November,5
2585781,52488396,November,5
2585782,2585368,November,5
2585782,2585470,November,5
2585782,2585735,November,5
2585785,2585453,November,5
2585785,2585704,November,5
2585785,2585711,November,5
2585785,2585724,November,5
2585785,2585738,November,5
2585787,2585368,November,5
2585787,2585764,November,5
2585787,2585824,November,5
2585787,2585827,November,5
2585787,2585846,November,5
2585788,2585457,November,5
2585788,2585724,November,5
2585788,2585731,November,5
2585788,2585838,November,5
2585789,2585442,November,5
2585789,2585467,November,5
2585789,2585469,November,5
2585789,2585766,November,5
2585789,4585378,November,5
2585790,145175382,November,5
2585791,2585297,November,5
2585791,2585450,November,5
2585791,2585464,November,5
2585791,2585727,November,5
2585791,2585776,November,5
2585791,2585799,November,5
2585791,2585839,November,5
2585791,172295073,November,5
2585794,2585457,November,5
2585794,2585720,November,5
2585794,2585782,November,5
2585799,2585467,November,5
2585799,2585473,November,5
2585799,2585835,November,5
2585799,2585875,November,5
2585800,2585766,November,5
2585802,2585353,November,5
2585802,2585401,November,5
2585802,2585408,November,5
2585802,2585455,November,5
2585802,2585472,November,5
2585802,2585729,November,5
2585802,2585873,November,5
2585802,2585996,November,5
2585802,2586000,November,5
2585802,2586039,November,5
2585804,2585473,November,5
2585804,2585492,November,5
2585804,2585860,November,5
2585804,2586018,November,5
2585804,2586037,November,5
2585807,2585871,November,5
2585808,2585711,November,5
2585809,2585781,November,5
2585809,2585919,November,5
2585809,2681601,November,5
2585814,2585919,November,5
2585817,2585265,November,5
2585817,2585346,November,5
2585820,2585351,November,5
2585820,2585772,November,5
2585820,2585774,November,5
2585820,2585919,November,5
2585821,48372123,November,5
2585824,2585317,November,5
2585824,2585389,November,5
2585824,2585410,November,5
2585824,2585981,November,5
2585824,3470029,November,5
2585825,2585373,November,5
2585825,2585477,November,5
2585825,2585880,November,5
2585825,2585906,November,5
2585825,2586019,November,5
2585825,2586039,November,5
2585825,3110680,November,5
2585827,2585772,November,5
2585827,2585776,November,5
2585827,2585844,November,5
2585827,8746360,November,5
2585830,2585412,November,5
2585830,2585821,November,5
2585830,2585848,November,5
2585835,448565,November,5
2585835,2585265,November,5
2585835,2585883,November,5
2585835,2585885,November,5
2585835,2585924,November,5
2585837,2585259,November,5
2585837,2585335,November,5
2585837,2585337,November,5
2585837,2585406,November,5
2585837,2585779,November,5
2585837,2585860,November,5
2585837,2585902,November,5
2585838,2585311,November,5
2585838,2585772,November,5
2585838,2585820,November,5
2585838,2585897,November,5
2585838,2586031,November,5
2585839,2585470,November,5
2585839,2585724,November,5
2585839,2585731,November,5
2585839,2585735,November,5
2585839,2585908,November,5
2585844,2585774,November,5
2585844,2585838,November,5
2585844,2681601,November,5
2585846,2585721,November,5
2585846,2585838,November,5
2585846,2585901,November,5
2585846,18751910,November,5
2585846,172293631,November,5
2585848,2585899,November,5
2585848,172294162,November,5
2585850,2585794,November,5
2585850,2585876,November,5
2585850,2585897,November,5
2585850,2585905,November,5
2585853,2585982,November,5
2585856,2585442,November,5
2585860,2585785,November,5
2585860,2585875,November,5
2585860,2585876,November,5
2585860,2585913,November,5
2585860,2586028,November,5
2585868,2585263,November,5
2585868,2585850,November,5
2585868,2585875,November,5
2585868,2585905,November,5
2585868,2585916,November,5
2585868,18751910,November,5
2585868,172293631,November,5
2585872,2585432,November,5
2585872,2585885,November,5
2585873,2585263,November,5
2585873,2585308,November,5
2585873,2585313,November,5
2585873,2585351,November,5
2585873,2681601,November,5
2585875,2585341,November,5
2585875,2585469,November,5
2585875,2585799,November,5
2585875,2585839,November,5
2585875,2585844,November,5
2585875,2585899,November,5
2585875,2585968,November,5
2585875,2585971,November,5
2585876,2585378,November,5
2585876,2585764,November,5
2585876,2585868,November,5
2585876,2585893,November,5
2585876,2585913,November,5
2585880,2585766,November,5
2585883,2585844,November,5
2585885,2585897,November,5
2585888,2585800,November,5
2585888,2585830,November,5
2585888,2585876,November,5
2585888,2585897,November,5
2585888,2585905,November,5
2585888,2586044,November,5
2585888,172294162,November,5
2585888,172295073,November,5
2585893,2585398,November,5
2585893,2585432,November,5
2585893,2585837,November,5
2585893,2585904,November,5
2585897,2585885,November,5
2585899,2585271,November,5
2585901,2585908,November,5
2585902,172295073,November,5
2585904,2585899,November,5
2585905,2585464,November,5
2585905,2585932,November,5
2585906,2585477,November,5
2585906,2585724,November,5
2585908,2585827,November,5
2585911,2585466,November,5
2585913,2585901,November,5
2585916,2585353,November,5
2585916,2585837,November,5
2585916,2585897,November,5
2585917,2585466,November,5
2585921,2585263,November,5
2585921,2585422,November,5
2585921,2585738,November,5
2585921,2585868,November,5
2585921,2585905,November,5
2585922,2585429,November,5
2585925,2585278,November,5
2585925,2585926,November,5
2585926,2585311,November,5
2585926,2585358,November,5
2585928,2585939,November,5
2585929,2585299,November,5
2585929,2585326,November,5
2585929,2585351,November,5
2585929,2585971,November,5
2585929,2586000,November,5
2585929,4393742,November,5
2585931,2585304,November,5
2585931,2585380,November,5
2585932,2585934,November,5
2585934,2585945,November,5
2585936,2585346,November,5
2585936,2585378,November,5
2585936,2585413,November,5
2585936,2585997,November,5
2585937,2585416,November,5
2585938,2585466,November,5
2585938,2585771,November,5
2585938,2585929,November,5
2585938,2585954,November,5
2585939,2585955,November,5
2585941,2585296,November,5
2585942,2585939,November,5
2585942,2586039,November,5
2585945,2585311,November,5
2585945,2585942,November,5
2585945,2585983,November,5
2585947,2585311,November,5
2585947,2585476,November,5
2585951,2585897,November,5
2585951,2585929,November,5
2585951,2585990,November,5
2585953,2585340,November,5
2585953,2585422,November,5
2585953,2585789,November,5
2585953,2585954,November,5
2585953,2585982,November,5
2585953,2586011,November,5
2585954,2585408,November,5
2585954,2585721,November,5
2585954,2585905,November,5
2585954,2585994,November,5
2585954,2586000,November,5
2585955,2585945,November,5
2585956,2585354,November,5
2585956,2585401,November,5
2585956,2585990,November,5
2585956,2586031,November,5
2585960,2585995,November,5
2585960,4393742,November,5
2585961,2585937,November,5
2585961,2585968,November,5
2585963,2585326,November,5
2585963,2585975,November,5
2585968,2585446,November,5
